date,year,month,day,day_of_week,draw_sequence,number,digit_1,digit_2,digit_3,sum,is_double,is_triple,has_payout_data,is_bonus_draw
2008-08-04,2008,8,4,Monday,1,475,4,7,5,16,False,False,True,False
2003-08-05,2003,8,5,Tuesday,1,212,2,1,2,5,True,False,True,False
2004-08-22,2004,8,22,Sunday,1,884,8,8,4,20,True,False,True,False
2007-08-16,2007,8,16,Thursday,1,329,3,2,9,14,False,False,True,False
2002-09-26,2002,9,26,Thursday,1,985,9,8,5,22,False,False,True,False
2005-08-19,2005,8,19,Friday,1,772,7,7,2,16,True,False,True,False
2006-08-13,2006,8,13,Sunday,1,115,1,1,5,7,True,False,True,False
2009-08-10,2009,8,10,Monday,1,718,7,1,8,16,False,False,True,False
2008-08-03,2008,8,3,Sunday,1,461,4,6,1,11,False,False,True,False
2003-08-04,2003,8,4,Monday,1,663,6,6,3,15,True,False,True,False
2004-08-21,2004,8,21,Saturday,1,940,9,4,0,13,False,False,True,False
2007-08-15,2007,8,15,Wednesday,1,558,5,5,8,18,True,False,True,False
2002-09-25,2002,9,25,Wednesday,1,994,9,9,4,22,True,False,True,False
2005-08-18,2005,8,18,Thursday,1,571,5,7,1,13,False,False,True,False
2006-08-12,2006,8,12,Saturday,1,212,2,1,2,5,True,False,True,False
2009-08-09,2009,8,9,Sunday,1,866,8,6,6,20,True,False,True,False
2008-08-02,2008,8,2,Saturday,1,813,8,1,3,12,False,False,True,False
2003-08-03,2003,8,3,Sunday,1,021,0,2,1,3,False,False,True,False
2004-08-20,2004,8,20,Friday,1,499,4,9,9,22,True,False,True,False
2007-08-14,2007,8,14,Tuesday,1,704,7,0,4,11,False,False,True,False
2002-09-24,2002,9,24,Tuesday,1,426,4,2,6,12,False,False,True,False
2005-08-17,2005,8,17,Wednesday,1,202,2,0,2,4,True,False,True,False
2006-08-11,2006,8,11,Friday,1,671,6,7,1,14,False,False,True,False
2009-08-08,2009,8,8,Saturday,1,496,4,9,6,19,False,False,True,False
2008-08-01,2008,8,1,Friday,1,823,8,2,3,13,False,False,True,False
2004-08-19,2004,8,19,Thursday,1,152,1,5,2,8,False,False,True,False
2003-08-02,2003,8,2,Saturday,1,214,2,1,4,7,False,False,True,False
2007-08-13,2007,8,13,Monday,1,455,4,5,5,14,True,False,True,False
2002-09-23,2002,9,23,Monday,1,761,7,6,1,14,False,False,True,False
2005-08-16,2005,8,16,Tuesday,1,643,6,4,3,13,False,False,True,False
2006-08-10,2006,8,10,Thursday,1,159,1,5,9,15,False,False,True,False
2009-08-07,2009,8,7,Friday,1,447,4,4,7,15,True,False,True,False
2008-07-31,2008,7,31,Thursday,1,892,8,9,2,19,False,False,True,False
2004-08-18,2004,8,18,Wednesday,1,032,0,3,2,5,False,False,True,False
2003-08-01,2003,8,1,Friday,1,104,1,0,4,5,False,False,True,False
2007-08-12,2007,8,12,Sunday,1,514,5,1,4,10,False,False,True,False
2002-09-21,2002,9,21,Saturday,1,586,5,8,6,19,False,False,True,False
2005-08-15,2005,8,15,Monday,1,947,9,4,7,20,False,False,True,False
2006-08-09,2006,8,9,Wednesday,1,423,4,2,3,9,False,False,True,False
2009-08-06,2009,8,6,Thursday,1,769,7,6,9,22,False,False,True,False
2004-08-17,2004,8,17,Tuesday,1,155,1,5,5,11,True,False,True,False
2008-07-30,2008,7,30,Wednesday,1,591,5,9,1,15,False,False,True,False
2003-07-31,2003,7,31,Thursday,1,147,1,4,7,12,False,False,True,False
2007-08-11,2007,8,11,Saturday,1,127,1,2,7,10,False,False,True,False
2002-09-20,2002,9,20,Friday,1,797,7,9,7,23,True,False,True,False
2005-08-14,2005,8,14,Sunday,1,655,6,5,5,16,True,False,True,False
2006-08-08,2006,8,8,Tuesday,1,593,5,9,3,17,False,False,True,False
2009-08-05,2009,8,5,Wednesday,1,355,3,5,5,13,True,False,True,False
2004-08-16,2004,8,16,Monday,1,036,0,3,6,9,False,False,True,False
2008-07-29,2008,7,29,Tuesday,1,018,0,1,8,9,False,False,True,False
2003-07-30,2003,7,30,Wednesday,1,649,6,4,9,19,False,False,True,False
2002-09-19,2002,9,19,Thursday,1,439,4,3,9,16,False,False,True,False
2007-08-10,2007,8,10,Friday,1,351,3,5,1,9,False,False,True,False
2005-08-13,2005,8,13,Saturday,1,985,9,8,5,22,False,False,True,False
2006-08-07,2006,8,7,Monday,1,053,0,5,3,8,False,False,True,False
2009-08-04,2009,8,4,Tuesday,1,415,4,1,5,10,False,False,True,False
2004-08-15,2004,8,15,Sunday,1,203,2,0,3,5,False,False,True,False
2008-07-28,2008,7,28,Monday,1,773,7,7,3,17,True,False,True,False
2003-07-29,2003,7,29,Tuesday,1,591,5,9,1,15,False,False,True,False
2002-09-18,2002,9,18,Wednesday,1,959,9,5,9,23,True,False,True,False
2007-08-09,2007,8,9,Thursday,1,119,1,1,9,11,True,False,True,False
2005-08-12,2005,8,12,Friday,1,432,4,3,2,9,False,False,True,False
2006-08-06,2006,8,6,Sunday,1,002,0,0,2,2,True,False,True,False
2009-08-03,2009,8,3,Monday,1,859,8,5,9,22,False,False,True,False
2004-08-14,2004,8,14,Saturday,1,611,6,1,1,8,True,False,True,False
2008-07-27,2008,7,27,Sunday,1,925,9,2,5,16,False,False,True,False
2002-09-17,2002,9,17,Tuesday,1,794,7,9,4,20,False,False,True,False
2003-07-28,2003,7,28,Monday,1,838,8,3,8,19,True,False,True,False
2007-08-08,2007,8,8,Wednesday,1,705,7,0,5,12,False,False,True,False
2005-08-11,2005,8,11,Thursday,1,619,6,1,9,16,False,False,True,False
2006-08-05,2006,8,5,Saturday,1,428,4,2,8,14,False,False,True,False
2009-08-02,2009,8,2,Sunday,1,674,6,7,4,17,False,False,True,False
2004-08-13,2004,8,13,Friday,1,317,3,1,7,11,False,False,True,False
2008-07-26,2008,7,26,Saturday,1,646,6,4,6,16,True,False,True,False
2002-09-16,2002,9,16,Monday,1,336,3,3,6,12,True,False,True,False
2003-07-27,2003,7,27,Sunday,1,219,2,1,9,12,False,False,True,False
2007-08-07,2007,8,7,Tuesday,1,415,4,1,5,10,False,False,True,False
2005-08-10,2005,8,10,Wednesday,1,054,0,5,4,9,False,False,True,False
2006-08-04,2006,8,4,Friday,1,560,5,6,0,11,False,False,True,False
2009-08-01,2009,8,1,Saturday,1,034,0,3,4,7,False,False,True,False
2004-08-12,2004,8,12,Thursday,1,872,8,7,2,17,False,False,True,False
2008-07-25,2008,7,25,Friday,1,244,2,4,4,10,True,False,True,False
2002-09-14,2002,9,14,Saturday,1,440,4,4,0,8,True,False,True,False
2003-07-26,2003,7,26,Saturday,1,978,9,7,8,24,False,False,True,False
2007-08-06,2007,8,6,Monday,1,226,2,2,6,10,True,False,True,False
2005-08-09,2005,8,9,Tuesday,1,131,1,3,1,5,True,False,True,False
2006-08-03,2006,8,3,Thursday,1,460,4,6,0,10,False,False,True,False
2009-07-31,2009,7,31,Friday,1,978,9,7,8,24,False,False,True,False
2004-08-11,2004,8,11,Wednesday,1,838,8,3,8,19,True,False,True,False
2008-07-24,2008,7,24,Thursday,1,480,4,8,0,12,False,False,True,False
2002-09-13,2002,9,13,Friday,1,390,3,9,0,12,False,False,True,False
2003-07-25,2003,7,25,Friday,1,495,4,9,5,18,False,False,True,False
2007-08-05,2007,8,5,Sunday,1,622,6,2,2,10,True,False,True,False
2005-08-08,2005,8,8,Monday,1,004,0,0,4,4,True,False,True,False
2009-07-30,2009,7,30,Thursday,1,571,5,7,1,13,False,False,True,False
2006-08-02,2006,8,2,Wednesday,1,519,5,1,9,15,False,False,True,False
2004-08-10,2004,8,10,Tuesday,1,298,2,9,8,19,False,False,True,False
2002-09-12,2002,9,12,Thursday,1,977,9,7,7,23,True,False,True,False
2008-07-23,2008,7,23,Wednesday,1,042,0,4,2,6,False,False,True,False
2007-08-04,2007,8,4,Saturday,1,017,0,1,7,8,False,False,True,False
2003-07-24,2003,7,24,Thursday,1,618,6,1,8,15,False,False,True,False
2009-07-29,2009,7,29,Wednesday,1,900,9,0,0,9,True,False,True,False
2005-08-07,2005,8,7,Sunday,1,438,4,3,8,15,False,False,True,False
2006-08-01,2006,8,1,Tuesday,1,057,0,5,7,12,False,False,True,False
2004-08-09,2004,8,9,Monday,1,029,0,2,9,11,False,False,True,False
2002-09-11,2002,9,11,Wednesday,1,630,6,3,0,9,False,False,True,False
2008-07-22,2008,7,22,Tuesday,1,411,4,1,1,6,True,False,True,False
2007-08-03,2007,8,3,Friday,1,102,1,0,2,3,False,False,True,False
2003-07-23,2003,7,23,Wednesday,1,802,8,0,2,10,False,False,True,False
2009-07-28,2009,7,28,Tuesday,1,471,4,7,1,12,False,False,True,False
2005-08-06,2005,8,6,Saturday,1,369,3,6,9,18,False,False,True,False
2006-07-31,2006,7,31,Monday,1,662,6,6,2,14,True,False,True,False
2004-08-08,2004,8,8,Sunday,1,859,8,5,9,22,False,False,True,False
2006-07-30,2006,7,30,Sunday,1,487,4,8,7,19,False,False,True,False
2002-09-09,2002,9,9,Monday,1,053,0,5,3,8,False,False,True,False
2007-08-01,2007,8,1,Wednesday,1,982,9,8,2,19,False,False,True,False
2008-07-20,2008,7,20,Sunday,1,877,8,7,7,22,True,False,True,False
2003-07-21,2003,7,21,Monday,1,336,3,3,6,12,True,False,True,False
2009-07-26,2009,7,26,Sunday,1,091,0,9,1,10,False,False,True,False
2004-08-06,2004,8,6,Friday,1,354,3,5,4,12,False,False,True,False
2005-08-04,2005,8,4,Thursday,1,458,4,5,8,17,False,False,True,False
2006-07-29,2006,7,29,Saturday,1,525,5,2,5,12,True,False,True,False
2002-09-07,2002,9,7,Saturday,1,208,2,0,8,10,False,False,True,False
2007-07-31,2007,7,31,Tuesday,1,748,7,4,8,19,False,False,True,False
2008-07-19,2008,7,19,Saturday,1,796,7,9,6,22,False,False,True,False
2009-07-25,2009,7,25,Saturday,1,577,5,7,7,19,True,False,True,False
2003-07-20,2003,7,20,Sunday,1,385,3,8,5,16,False,False,True,False
2004-08-05,2004,8,5,Thursday,1,619,6,1,9,16,False,False,True,False
2005-08-03,2005,8,3,Wednesday,1,550,5,5,0,10,True,False,True,False
2006-07-28,2006,7,28,Friday,1,642,6,4,2,12,False,False,True,False
2002-09-06,2002,9,6,Friday,1,861,8,6,1,15,False,False,True,False
2007-07-30,2007,7,30,Monday,1,778,7,7,8,22,True,False,True,False
2008-07-18,2008,7,18,Friday,1,377,3,7,7,17,True,False,True,False
2004-08-04,2004,8,4,Wednesday,1,918,9,1,8,18,False,False,True,False
2009-07-24,2009,7,24,Friday,1,404,4,0,4,8,True,False,True,False
2003-07-19,2003,7,19,Saturday,1,861,8,6,1,15,False,False,True,False
2005-08-02,2005,8,2,Tuesday,1,726,7,2,6,15,False,False,True,False
2006-07-27,2006,7,27,Thursday,1,898,8,9,8,25,True,False,True,False
2002-09-05,2002,9,5,Thursday,1,643,6,4,3,13,False,False,True,False
2007-07-29,2007,7,29,Sunday,1,752,7,5,2,14,False,False,True,False
2004-08-03,2004,8,3,Tuesday,1,156,1,5,6,12,False,False,True,False
2008-07-17,2008,7,17,Thursday,1,449,4,4,9,17,True,False,True,False
2009-07-23,2009,7,23,Thursday,1,831,8,3,1,12,False,False,True,False
2003-07-18,2003,7,18,Friday,1,702,7,0,2,9,False,False,True,False
2005-08-01,2005,8,1,Monday,1,717,7,1,7,15,True,False,True,False
2006-07-26,2006,7,26,Wednesday,1,240,2,4,0,6,False,False,True,False
2002-09-04,2002,9,4,Wednesday,1,515,5,1,5,11,True,False,True,False
2007-07-28,2007,7,28,Saturday,1,083,0,8,3,11,False,False,True,False
2004-08-02,2004,8,2,Monday,1,513,5,1,3,9,False,False,True,False
2009-07-22,2009,7,22,Wednesday,1,489,4,8,9,21,False,False,True,False
2008-07-16,2008,7,16,Wednesday,1,236,2,3,6,11,False,False,True,False
2003-07-17,2003,7,17,Thursday,1,457,4,5,7,16,False,False,True,False
2005-07-31,2005,7,31,Sunday,1,457,4,5,7,16,False,False,True,False
2006-07-25,2006,7,25,Tuesday,1,710,7,1,0,8,False,False,True,False
2002-09-03,2002,9,3,Tuesday,1,404,4,0,4,8,True,False,True,False
2004-08-01,2004,8,1,Sunday,1,597,5,9,7,21,False,False,True,False
2007-07-27,2007,7,27,Friday,1,037,0,3,7,10,False,False,True,False
2009-07-21,2009,7,21,Tuesday,1,586,5,8,6,19,False,False,True,False
2008-07-15,2008,7,15,Tuesday,1,995,9,9,5,23,True,False,True,False
2003-07-16,2003,7,16,Wednesday,1,667,6,6,7,19,True,False,True,False
2005-07-30,2005,7,30,Saturday,1,936,9,3,6,18,False,False,True,False
2006-07-24,2006,7,24,Monday,1,919,9,1,9,19,True,False,True,False
2002-09-02,2002,9,2,Monday,1,748,7,4,8,19,False,False,True,False
2004-07-31,2004,7,31,Saturday,1,677,6,7,7,20,True,False,True,False
2007-07-26,2007,7,26,Thursday,1,816,8,1,6,15,False,False,True,False
2009-07-20,2009,7,20,Monday,1,615,6,1,5,12,False,False,True,False
2008-07-14,2008,7,14,Monday,1,132,1,3,2,6,False,False,True,False
2003-07-15,2003,7,15,Tuesday,1,592,5,9,2,16,False,False,True,False
2005-07-29,2005,7,29,Friday,1,748,7,4,8,19,False,False,True,False
2006-07-23,2006,7,23,Sunday,1,421,4,2,1,7,False,False,True,False
2002-08-31,2002,8,31,Saturday,1,787,7,8,7,22,True,False,True,False
2004-07-30,2004,7,30,Friday,1,608,6,0,8,14,False,False,True,False
2007-07-25,2007,7,25,Wednesday,1,653,6,5,3,14,False,False,True,False
2009-07-19,2009,7,19,Sunday,1,792,7,9,2,18,False,False,True,False
2008-07-13,2008,7,13,Sunday,1,870,8,7,0,15,False,False,True,False
2003-07-14,2003,7,14,Monday,1,646,6,4,6,16,True,False,True,False
2005-07-28,2005,7,28,Thursday,1,509,5,0,9,14,False,False,True,False
2006-07-22,2006,7,22,Saturday,1,847,8,4,7,19,False,False,True,False
2002-08-30,2002,8,30,Friday,1,844,8,4,4,16,True,False,True,False
2004-07-29,2004,7,29,Thursday,1,161,1,6,1,8,True,False,True,False
2007-07-24,2007,7,24,Tuesday,1,546,5,4,6,15,False,False,True,False
2009-07-18,2009,7,18,Saturday,1,015,0,1,5,6,False,False,True,False
2008-07-12,2008,7,12,Saturday,1,802,8,0,2,10,False,False,True,False
2003-07-13,2003,7,13,Sunday,1,752,7,5,2,14,False,False,True,False
2005-07-27,2005,7,27,Wednesday,1,475,4,7,5,16,False,False,True,False
2006-07-21,2006,7,21,Friday,1,860,8,6,0,14,False,False,True,False
2002-08-29,2002,8,29,Thursday,1,288,2,8,8,18,True,False,True,False
2004-07-28,2004,7,28,Wednesday,1,835,8,3,5,16,False,False,True,False
2007-07-23,2007,7,23,Monday,1,846,8,4,6,18,False,False,True,False
2009-07-17,2009,7,17,Friday,1,449,4,4,9,17,True,False,True,False
2008-07-11,2008,7,11,Friday,1,445,4,4,5,13,True,False,True,False
2005-07-26,2005,7,26,Tuesday,1,689,6,8,9,23,False,False,True,False
2003-07-12,2003,7,12,Saturday,1,529,5,2,9,16,False,False,True,False
2006-07-20,2006,7,20,Thursday,1,752,7,5,2,14,False,False,True,False
2002-08-28,2002,8,28,Wednesday,1,539,5,3,9,17,False,False,True,False
2004-07-27,2004,7,27,Tuesday,1,609,6,0,9,15,False,False,True,False
2007-07-22,2007,7,22,Sunday,1,190,1,9,0,10,False,False,True,False
2009-07-16,2009,7,16,Thursday,1,310,3,1,0,4,False,False,True,False
2008-07-10,2008,7,10,Thursday,1,813,8,1,3,12,False,False,True,False
2005-07-25,2005,7,25,Monday,1,643,6,4,3,13,False,False,True,False
2003-07-11,2003,7,11,Friday,1,239,2,3,9,14,False,False,True,False
2006-07-19,2006,7,19,Wednesday,1,825,8,2,5,15,False,False,True,False
2002-08-27,2002,8,27,Tuesday,1,976,9,7,6,22,False,False,True,False
2004-07-26,2004,7,26,Monday,1,253,2,5,3,10,False,False,True,False
2007-07-21,2007,7,21,Saturday,1,039,0,3,9,12,False,False,True,False
2009-07-15,2009,7,15,Wednesday,1,428,4,2,8,14,False,False,True,False
2008-07-09,2008,7,9,Wednesday,1,438,4,3,8,15,False,False,True,False
2006-09-10,2006,9,10,Sunday,1,280,2,8,0,10,False,False,True,False
2004-09-20,2004,9,20,Monday,1,881,8,8,1,17,True,False,True,False
2007-09-13,2007,9,13,Thursday,1,611,6,1,1,8,True,False,True,False
2002-10-25,2002,10,25,Friday,1,530,5,3,0,8,False,False,True,False
2009-09-07,2009,9,7,Monday,1,067,0,6,7,13,False,False,True,False
2008-08-31,2008,8,31,Sunday,1,097,0,9,7,16,False,False,True,False
2005-09-16,2005,9,16,Friday,1,197,1,9,7,17,False,False,True,False
2003-08-31,2003,8,31,Sunday,1,666,6,6,6,18,False,True,True,False
2006-09-09,2006,9,9,Saturday,1,150,1,5,0,6,False,False,True,False
2004-09-19,2004,9,19,Sunday,1,752,7,5,2,14,False,False,True,False
2007-09-12,2007,9,12,Wednesday,1,335,3,3,5,11,True,False,True,False
2002-10-24,2002,10,24,Thursday,1,517,5,1,7,13,False,False,True,False
2008-08-30,2008,8,30,Saturday,1,570,5,7,0,12,False,False,True,False
2009-09-06,2009,9,6,Sunday,1,557,5,5,7,17,True,False,True,False
2005-09-15,2005,9,15,Thursday,1,568,5,6,8,19,False,False,True,False
2006-09-08,2006,9,8,Friday,1,392,3,9,2,14,False,False,True,False
2004-09-18,2004,9,18,Saturday,1,531,5,3,1,9,False,False,True,False
2003-08-30,2003,8,30,Saturday,1,267,2,6,7,15,False,False,True,False
2007-09-11,2007,9,11,Tuesday,1,225,2,2,5,9,True,False,True,False
2002-10-23,2002,10,23,Wednesday,1,006,0,0,6,6,True,False,True,False
2008-08-29,2008,8,29,Friday,1,007,0,0,7,7,True,False,True,False
2009-09-05,2009,9,5,Saturday,1,642,6,4,2,12,False,False,True,False
2005-09-14,2005,9,14,Wednesday,1,890,8,9,0,17,False,False,True,False
2004-09-17,2004,9,17,Friday,1,970,9,7,0,16,False,False,True,False
2006-09-07,2006,9,7,Thursday,1,401,4,0,1,5,False,False,True,False
2003-08-29,2003,8,29,Friday,1,319,3,1,9,13,False,False,True,False
2007-09-10,2007,9,10,Monday,1,212,2,1,2,5,True,False,True,False
2002-10-22,2002,10,22,Tuesday,1,360,3,6,0,9,False,False,True,False
2008-08-28,2008,8,28,Thursday,1,026,0,2,6,8,False,False,True,False
2009-09-04,2009,9,4,Friday,1,157,1,5,7,13,False,False,True,False
2005-09-13,2005,9,13,Tuesday,1,130,1,3,0,4,False,False,True,False
2004-09-16,2004,9,16,Thursday,1,869,8,6,9,23,False,False,True,False
2006-09-06,2006,9,6,Wednesday,1,201,2,0,1,3,False,False,True,False
2003-08-28,2003,8,28,Thursday,1,851,8,5,1,14,False,False,True,False
2007-09-09,2007,9,9,Sunday,1,283,2,8,3,13,False,False,True,False
2002-10-21,2002,10,21,Monday,1,294,2,9,4,15,False,False,True,False
2008-08-27,2008,8,27,Wednesday,1,468,4,6,8,18,False,False,True,False
2009-09-03,2009,9,3,Thursday,1,369,3,6,9,18,False,False,True,False
2005-09-12,2005,9,12,Monday,1,935,9,3,5,17,False,False,True,False
2004-09-15,2004,9,15,Wednesday,1,748,7,4,8,19,False,False,True,False
2006-09-05,2006,9,5,Tuesday,1,713,7,1,3,11,False,False,True,False
2003-08-27,2003,8,27,Wednesday,1,898,8,9,8,25,True,False,True,False
2007-09-08,2007,9,8,Saturday,1,819,8,1,9,18,False,False,True,False
2002-10-20,2002,10,20,Sunday,1,241,2,4,1,7,False,False,True,False
2008-08-26,2008,8,26,Tuesday,1,053,0,5,3,8,False,False,True,False
2009-09-02,2009,9,2,Wednesday,1,315,3,1,5,9,False,False,True,False
2005-09-11,2005,9,11,Sunday,1,986,9,8,6,23,False,False,True,False
2004-09-14,2004,9,14,Tuesday,1,776,7,7,6,20,True,False,True,False
2006-09-04,2006,9,4,Monday,1,435,4,3,5,12,False,False,True,False
2007-09-07,2007,9,7,Friday,1,502,5,0,2,7,False,False,True,False
2003-08-26,2003,8,26,Tuesday,1,222,2,2,2,6,False,True,True,False
2002-10-19,2002,10,19,Saturday,1,932,9,3,2,14,False,False,True,False
2008-08-25,2008,8,25,Monday,1,828,8,2,8,18,True,False,True,False
2009-09-01,2009,9,1,Tuesday,1,912,9,1,2,12,False,False,True,False
2005-09-10,2005,9,10,Saturday,1,718,7,1,8,16,False,False,True,False
2004-09-13,2004,9,13,Monday,1,766,7,6,6,19,True,False,True,False
2006-09-03,2006,9,3,Sunday,1,740,7,4,0,11,False,False,True,False
2007-09-06,2007,9,6,Thursday,1,568,5,6,8,19,False,False,True,False
2002-10-18,2002,10,18,Friday,1,914,9,1,4,14,False,False,True,False
2003-08-25,2003,8,25,Monday,1,296,2,9,6,17,False,False,True,False
2008-08-24,2008,8,24,Sunday,1,056,0,5,6,11,False,False,True,False
2009-08-31,2009,8,31,Monday,1,018,0,1,8,9,False,False,True,False
2005-09-09,2005,9,9,Friday,1,702,7,0,2,9,False,False,True,False
2004-09-12,2004,9,12,Sunday,1,535,5,3,5,13,True,False,True,False
2007-09-05,2007,9,5,Wednesday,1,178,1,7,8,16,False,False,True,False
2006-09-02,2006,9,2,Saturday,1,902,9,0,2,11,False,False,True,False
2002-10-17,2002,10,17,Thursday,1,865,8,6,5,19,False,False,True,False
2003-08-24,2003,8,24,Sunday,1,562,5,6,2,13,False,False,True,False
2008-08-23,2008,8,23,Saturday,1,350,3,5,0,8,False,False,True,False
2009-08-30,2009,8,30,Sunday,1,425,4,2,5,11,False,False,True,False
2005-09-08,2005,9,8,Thursday,1,548,5,4,8,17,False,False,True,False
2004-09-11,2004,9,11,Saturday,1,099,0,9,9,18,True,False,True,False
2007-09-04,2007,9,4,Tuesday,1,086,0,8,6,14,False,False,True,False
2006-09-01,2006,9,1,Friday,1,872,8,7,2,17,False,False,True,False
2002-10-16,2002,10,16,Wednesday,1,519,5,1,9,15,False,False,True,False
2003-08-23,2003,8,23,Saturday,1,338,3,3,8,14,True,False,True,False
2008-08-22,2008,8,22,Friday,1,735,7,3,5,15,False,False,True,False
2009-08-29,2009,8,29,Saturday,1,609,6,0,9,15,False,False,True,False
2005-09-07,2005,9,7,Wednesday,1,485,4,8,5,17,False,False,True,False
2004-09-10,2004,9,10,Friday,1,142,1,4,2,7,False,False,True,False
2007-09-03,2007,9,3,Monday,1,887,8,8,7,23,True,False,True,False
2006-08-31,2006,8,31,Thursday,1,809,8,0,9,17,False,False,True,False
2002-10-15,2002,10,15,Tuesday,1,048,0,4,8,12,False,False,True,False
2003-08-22,2003,8,22,Friday,1,503,5,0,3,8,False,False,True,False
2008-08-21,2008,8,21,Thursday,1,585,5,8,5,18,True,False,True,False
2009-08-28,2009,8,28,Friday,1,504,5,0,4,9,False,False,True,False
2005-09-06,2005,9,6,Tuesday,1,539,5,3,9,17,False,False,True,False
2004-09-09,2004,9,9,Thursday,1,726,7,2,6,15,False,False,True,False
2007-09-02,2007,9,2,Sunday,1,674,6,7,4,17,False,False,True,False
2006-08-30,2006,8,30,Wednesday,1,511,5,1,1,7,True,False,True,False
2002-10-14,2002,10,14,Monday,1,018,0,1,8,9,False,False,True,False
2003-08-21,2003,8,21,Thursday,1,391,3,9,1,13,False,False,True,False
2008-08-20,2008,8,20,Wednesday,1,923,9,2,3,14,False,False,True,False
2005-09-05,2005,9,5,Monday,1,499,4,9,9,22,True,False,True,False
2009-08-27,2009,8,27,Thursday,1,126,1,2,6,9,False,False,True,False
2004-09-08,2004,9,8,Wednesday,1,215,2,1,5,8,False,False,True,False
2007-09-01,2007,9,1,Saturday,1,054,0,5,4,9,False,False,True,False
2006-08-29,2006,8,29,Tuesday,1,239,2,3,9,14,False,False,True,False
2002-10-13,2002,10,13,Sunday,1,357,3,5,7,15,False,False,True,False
2003-08-20,2003,8,20,Wednesday,1,844,8,4,4,16,True,False,True,False
2008-08-19,2008,8,19,Tuesday,1,409,4,0,9,13,False,False,True,False
2005-09-04,2005,9,4,Sunday,1,695,6,9,5,20,False,False,True,False
2009-08-26,2009,8,26,Wednesday,1,881,8,8,1,17,True,False,True,False
2004-09-07,2004,9,7,Tuesday,1,224,2,2,4,8,True,False,True,False
2007-08-31,2007,8,31,Friday,1,958,9,5,8,22,False,False,True,False
2006-08-28,2006,8,28,Monday,1,231,2,3,1,6,False,False,True,False
2002-10-12,2002,10,12,Saturday,1,179,1,7,9,17,False,False,True,False
2003-08-19,2003,8,19,Tuesday,1,625,6,2,5,13,False,False,True,False
2008-08-18,2008,8,18,Monday,1,126,1,2,6,9,False,False,True,False
2005-09-03,2005,9,3,Saturday,1,885,8,8,5,21,True,False,True,False
2004-09-06,2004,9,6,Monday,1,445,4,4,5,13,True,False,True,False
2009-08-25,2009,8,25,Tuesday,1,402,4,0,2,6,False,False,True,False
2007-08-30,2007,8,30,Thursday,1,118,1,1,8,10,True,False,True,False
2006-08-27,2006,8,27,Sunday,1,307,3,0,7,10,False,False,True,False
2002-10-11,2002,10,11,Friday,1,795,7,9,5,21,False,False,True,False
2003-08-18,2003,8,18,Monday,1,949,9,4,9,22,True,False,True,False
2005-09-02,2005,9,2,Friday,1,423,4,2,3,9,False,False,True,False
2008-08-17,2008,8,17,Sunday,1,399,3,9,9,21,True,False,True,False
2004-09-05,2004,9,5,Sunday,1,688,6,8,8,22,True,False,True,False
2005-07-24,2005,7,24,Sunday,1,729,7,2,9,18,False,False,True,False
2006-07-18,2006,7,18,Tuesday,1,593,5,9,3,17,False,False,True,False
2003-07-10,2003,7,10,Thursday,1,770,7,7,0,14,True,False,True,False
2004-07-25,2004,7,25,Sunday,1,982,9,8,2,19,False,False,True,False
2002-08-26,2002,8,26,Monday,1,062,0,6,2,8,False,False,True,False
2007-07-20,2007,7,20,Friday,1,460,4,6,0,10,False,False,True,False
2009-07-14,2009,7,14,Tuesday,1,238,2,3,8,13,False,False,True,False
2008-07-08,2008,7,8,Tuesday,1,868,8,6,8,22,True,False,True,False
2005-07-23,2005,7,23,Saturday,1,925,9,2,5,16,False,False,True,False
2006-07-17,2006,7,17,Monday,1,697,6,9,7,22,False,False,True,False
2003-07-09,2003,7,9,Wednesday,1,120,1,2,0,3,False,False,True,False
2004-07-24,2004,7,24,Saturday,1,198,1,9,8,18,False,False,True,False
2002-08-24,2002,8,24,Saturday,1,558,5,5,8,18,True,False,True,False
2007-07-19,2007,7,19,Thursday,1,894,8,9,4,21,False,False,True,False
2009-07-13,2009,7,13,Monday,1,701,7,0,1,8,False,False,True,False
2008-07-07,2008,7,7,Monday,1,595,5,9,5,19,True,False,True,False
2005-07-22,2005,7,22,Friday,1,699,6,9,9,24,True,False,True,False
2006-07-16,2006,7,16,Sunday,1,466,4,6,6,16,True,False,True,False
2003-07-08,2003,7,8,Tuesday,1,632,6,3,2,11,False,False,True,False
2004-07-23,2004,7,23,Friday,1,295,2,9,5,16,False,False,True,False
2002-08-23,2002,8,23,Friday,1,358,3,5,8,16,False,False,True,False
2007-07-18,2007,7,18,Wednesday,1,001,0,0,1,1,True,False,True,False
2009-07-12,2009,7,12,Sunday,1,423,4,2,3,9,False,False,True,False
2008-07-06,2008,7,6,Sunday,1,992,9,9,2,20,True,False,True,False
2005-07-21,2005,7,21,Thursday,1,727,7,2,7,16,True,False,True,False
2006-07-15,2006,7,15,Saturday,1,970,9,7,0,16,False,False,True,False
2003-07-07,2003,7,7,Monday,1,074,0,7,4,11,False,False,True,False
2004-07-22,2004,7,22,Thursday,1,239,2,3,9,14,False,False,True,False
2002-08-22,2002,8,22,Thursday,1,616,6,1,6,13,True,False,True,False
2007-07-17,2007,7,17,Tuesday,1,841,8,4,1,13,False,False,True,False
2009-07-11,2009,7,11,Saturday,1,081,0,8,1,9,False,False,True,False
